Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.363677.peg.1326	CDS	CP002976.1	1333366	1334211	1	+	846	Pyrimidine ABC transporter, transmembrane component 2	- none -	 	 
fig|6666666.363677.peg.1327	CDS	CP002976.1	1334332	1335318	1	+	987	Pyrimidine ABC transporter, substrate-binding component	- none -	 	 
fig|6666666.363677.peg.1328	CDS	CP002976.1	1335469	1335687	1	+	219	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1329	CDS	CP002976.1	1335981	1337228	3	+	1248	Iron-sulfur cluster-binding protein	- none -	 	 
fig|6666666.363677.peg.1330	CDS	CP002976.1	1337762	1337262	-2	-	501	NADH-FMN oxidoreductase	- none -	 	 
fig|6666666.363677.peg.1331	CDS	CP002976.1	1338659	1337964	-2	-	696	Adenylate kinase (EC 2.7.4.3)	Purine conversions	 	 
fig|6666666.363677.peg.1332	CDS	CP002976.1	1340617	1338656	-1	-	1962	Acetyl-CoA synthetase (EC 6.2.1.1)	- none -	 	 
fig|6666666.363677.peg.1333	CDS	CP002976.1	1341038	1340832	-2	-	207	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1334	CDS	CP002976.1	1341219	1342235	3	+	1017	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.1335	CDS	CP002976.1	1342322	1342972	2	+	651	TRAP-type C4-dicarboxylate transport system, small permease component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.1336	CDS	CP002976.1	1342984	1344384	1	+	1401	TRAP-type C4-dicarboxylate transport system, large permease component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.1337	CDS	CP002976.1	1344508	1344981	1	+	474	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1338	CDS	CP002976.1	1345168	1345536	1	+	369	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1339	CDS	CP002976.1	1345689	1346366	3	+	678	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|6666666.363677.peg.1340	CDS	CP002976.1	1346392	1347822	1	+	1431	PROBABLE TRANSMEMBRANE SENSOR HISTIDINE KINASE TRANSCRIPTION REGULATOR PROTEIN( EC:2.7.3.- )	- none -	 	 
fig|6666666.363677.peg.1341	CDS	CP002976.1	1347988	1349202	1	+	1215	Uncharacterized MFS-type transporter	- none -	 	 
fig|6666666.363677.peg.1342	CDS	CP002976.1	1349293	1349171	-1	-	123	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1343	CDS	CP002976.1	1350466	1349552	-1	-	915	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.1344	CDS	CP002976.1	1350551	1351870	2	+	1320	Sensor histidine kinase	- none -	 	 
fig|6666666.363677.peg.1345	CDS	CP002976.1	1352998	1351892	-1	-	1107	Oxidoreductase, NAD(P)-dependent, weak similarity to Myo-inositol 2-dehydrogenase	- none -	 	 
fig|6666666.363677.peg.1346	CDS	CP002976.1	1353717	1353007	-3	-	711	Transcriptional regulator, GntR family	- none -	 	 
fig|6666666.363677.peg.1347	CDS	CP002976.1	1353819	1354973	3	+	1155	Aliphatic sulfonate monooxygenase family, FMNH2- or F420-dependent	- none -	 	 
fig|6666666.363677.peg.1348	CDS	CP002976.1	1354973	1355863	2	+	891	Oxidoreductase YdhF	- none -	 	 
fig|6666666.363677.peg.1349	CDS	CP002976.1	1355863	1356384	1	+	522	Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	Aromatic Amin Catabolism	 	 
fig|6666666.363677.peg.1350	CDS	CP002976.1	1356443	1357033	2	+	591	putative membrane protein	- none -	 	 
fig|6666666.363677.peg.1351	CDS	CP002976.1	1357033	1358508	1	+	1476	TRAP-type C4-dicarboxylate transport system, large permease component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.1352	CDS	CP002976.1	1358554	1359612	1	+	1059	TRAP-type C4-dicarboxylate transport system, periplasmic component	TRAP Transporter collection	 	 
fig|6666666.363677.peg.1353	CDS	CP002976.1	1360177	1359671	-1	-	507	FIG00918179: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1354	CDS	CP002976.1	1360193	1361515	2	+	1323	Methylamine utilization protein mauG precursor	- none -	 	 
fig|6666666.363677.peg.1355	CDS	CP002976.1	1363035	1361569	-3	-	1467	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	- none -	 	 
fig|6666666.363677.peg.1356	CDS	CP002976.1	1363838	1363065	-2	-	774	Sorbitol dehydrogenase (EC 1.1.1.14)	- none -	 	 
fig|6666666.363677.peg.1357	CDS	CP002976.1	1364839	1363835	-1	-	1005	Various polyols ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.1358	CDS	CP002976.1	1365681	1364851	-3	-	831	Various polyols ABC transporter, permease protein 2	- none -	 	 
fig|6666666.363677.peg.1359	CDS	CP002976.1	1366557	1365691	-3	-	867	Various polyols ABC transporter, permease protein 1	- none -	 	 
fig|6666666.363677.peg.1360	CDS	CP002976.1	1367975	1366674	-2	-	1302	Various polyols ABC transporter, substrate-binding protein	- none -	 	 
fig|6666666.363677.peg.1361	CDS	CP002976.1	1369121	1368090	-2	-	1032	Maltose operon transcriptional repressor MalR, LacI family	- none -	 	 
fig|6666666.363677.peg.1362	CDS	CP002976.1	1370316	1369357	-3	-	960	Transcriptional regulator, LysR family	- none -	 	 
fig|6666666.363677.peg.1363	CDS	CP002976.1	1370440	1371426	1	+	987	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.1364	CDS	CP002976.1	1371564	1372610	3	+	1047	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	De Novo Purine Biosynthesis	 	 
fig|6666666.363677.peg.1365	CDS	CP002976.1	1372607	1373203	2	+	597	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	5-FCL-like protein; <br>De Novo Purine Biosynthesis	 	 
fig|6666666.363677.peg.1366	CDS	CP002976.1	1373456	1373271	-2	-	186	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1367	CDS	CP002976.1	1373686	1374843	1	+	1158	Ribonuclease D (EC 3.1.26.3)	- none -	 	 
fig|6666666.363677.peg.1368	CDS	CP002976.1	1375500	1374976	-3	-	525	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1369	CDS	CP002976.1	1375637	1376050	2	+	414	Sulfur acceptor protein => iron-sulfur cluster assembly SufE	- none -	 	 
fig|6666666.363677.peg.1370	CDS	CP002976.1	1376773	1376063	-1	-	711	Transcriptional regulator, DeoR family	- none -	 	 
fig|6666666.363677.peg.1371	CDS	CP002976.1	1376868	1377497	3	+	630	Glutathione S-transferase	- none -	 	 
fig|6666666.363677.peg.1372	CDS	CP002976.1	1378257	1377532	-3	-	726	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1373	CDS	CP002976.1	1378960	1378259	-1	-	702	Uncharacterized corrinoid protein	- none -	 	 
fig|6666666.363677.peg.1374	CDS	CP002976.1	1379182	1380288	1	+	1107	Radical SAM domain protein	- none -	 	 
fig|6666666.363677.peg.1375	CDS	CP002976.1	1381378	1380362	-1	-	1017	Betaine--homocysteine S-methyltransferase (EC 2.1.1.5)	- none -	 	 
fig|6666666.363677.peg.1376	CDS	CP002976.1	1383611	1381470	-2	-	2142	putative membrane protein	- none -	 	 
fig|6666666.363677.peg.1377	CDS	CP002976.1	1384042	1383725	-1	-	318	FIG040666: hypothetical protein perhaps implicated in de Novo purine biosynthesis	CBSS-314260.3.peg.2133	 	 
fig|6666666.363677.peg.1378	CDS	CP002976.1	1384381	1385142	1	+	762	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	CBSS-314260.3.peg.2133; <br>De Novo Purine Biosynthesis	 	 
fig|6666666.363677.peg.1379	CDS	CP002976.1	1385246	1385479	2	+	234	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	CBSS-314260.3.peg.2133; <br>De Novo Purine Biosynthesis	 	 
fig|6666666.363677.peg.1380	CDS	CP002976.1	1385476	1386144	1	+	669	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	CBSS-314260.3.peg.2133; <br>De Novo Purine Biosynthesis	 	 
fig|6666666.363677.peg.1381	CDS	CP002976.1	1386182	1387951	2	+	1770	C4-dicarboxylate transport sensor protein DctB	- none -	 	 
fig|6666666.363677.peg.1382	CDS	CP002976.1	1387981	1389318	1	+	1338	C4-dicarboxylate transport transcriptional regulatory protein DctD	- none -	 	 
fig|6666666.363677.peg.1383	CDS	CP002976.1	1389873	1389481	-3	-	393	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1384	CDS	CP002976.1	1389895	1392819	1	+	2925	Ribonuclease E (EC 3.1.26.12)	RNA processing and degradation, bacterial	 	 
fig|6666666.363677.peg.1385	CDS	CP002976.1	1393591	1393331	-1	-	261	tRNA 5-methylaminomethyl-2-thiouridine synthesis sulfur carrier protein TusA	- none -	 	 
fig|6666666.363677.peg.1386	CDS	CP002976.1	1393658	1394410	2	+	753	similarity with cytochrome c-type biogenesis protein CcdA	- none -	 	 
fig|6666666.363677.peg.1387	CDS	CP002976.1	1394542	1395870	1	+	1329	probable integral membrane protein Cj1412c	- none -	 	 
fig|6666666.363677.peg.1388	CDS	CP002976.1	1395870	1397300	3	+	1431	Cytochrome P450 family protein	- none -	 	 
fig|6666666.363677.peg.1389	CDS	CP002976.1	1397607	1397443	-3	-	165	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1390	CDS	CP002976.1	1397860	1397654	-1	-	207	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1391	CDS	CP002976.1	1399254	1397860	-3	-	1395	Fumarate hydratase class II (EC 4.2.1.2)	TCA Cycle	 	 
fig|6666666.363677.peg.1392	CDS	CP002976.1	1399470	1400111	3	+	642	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1393	CDS	CP002976.1	1400849	1400373	-2	-	477	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1394	CDS	CP002976.1	1402283	1400985	-2	-	1299	Chromate transport protein ChrA	Resistance to chromium compounds	 	 
fig|6666666.363677.peg.1395	CDS	CP002976.1	1402772	1402386	-2	-	387	protein of unknown function DUF1486	- none -	 	 
fig|6666666.363677.peg.1396	CDS	CP002976.1	1403287	1404423	1	+	1137	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1397	CDS	CP002976.1	1404451	1405158	1	+	708	ABC-type antimicrobial peptide transport system, ATPase component	- none -	 	 
fig|6666666.363677.peg.1398	CDS	CP002976.1	1405155	1406297	3	+	1143	ABC-type antimicrobial peptide transport system, permease component	- none -	 	 
fig|6666666.363677.peg.1399	CDS	CP002976.1	1406301	1407503	3	+	1203	ABC-type antimicrobial peptide transport system, permease component	- none -	 	 
fig|6666666.363677.peg.1400	CDS	CP002976.1	1408175	1409122	2	+	948	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1401	CDS	CP002976.1	1409147	1409407	2	+	261	FIG00613605: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1402	CDS	CP002976.1	1409400	1410080	3	+	681	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1403	CDS	CP002976.1	1410083	1410619	2	+	537	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1404	CDS	CP002976.1	1410624	1412000	3	+	1377	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1405	CDS	CP002976.1	1411990	1412940	1	+	951	Putative hydrolase	- none -	 	 
fig|6666666.363677.peg.1406	CDS	CP002976.1	1412940	1413866	3	+	927	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	Fatty Acid Biosynthesis FASII	 	 
fig|6666666.363677.peg.1407	CDS	CP002976.1	1413900	1414181	3	+	282	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1408	CDS	CP002976.1	1414185	1416671	3	+	2487	Diaminopimelate decarboxylase (EC 4.1.1.20)	Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|6666666.363677.peg.1409	CDS	CP002976.1	1416668	1417543	2	+	876	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1410	CDS	CP002976.1	1417540	1418556	1	+	1017	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1411	CDS	CP002976.1	1418546	1420147	2	+	1602	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster	 	 
fig|6666666.363677.peg.1412	CDS	CP002976.1	1420184	1420447	2	+	264	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1413	CDS	CP002976.1	1420444	1422048	1	+	1605	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster	 	 
fig|6666666.363677.peg.1414	CDS	CP002976.1	1422045	1423403	3	+	1359	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1415	CDS	CP002976.1	1423445	1425016	2	+	1572	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster	 	 
fig|6666666.363677.peg.1416	CDS	CP002976.1	1425013	1426425	1	+	1413	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1417	CDS	CP002976.1	1426442	1427434	2	+	993	Alkanesulfonate monooxygenase (EC 1.14.14.5)	Alkanesulfonate assimilation; <br>Alkanesulfonates Utilization	 	 
fig|6666666.363677.peg.1418	CDS	CP002976.1	1427444	1428607	2	+	1164	Acyl-CoA dehydrogenase	- none -	 	 
fig|6666666.363677.peg.1419	CDS	CP002976.1	1428616	1429389	1	+	774	4&#39;-phosphopantetheinyl transferase (EC 2.7.8.-)	Fatty Acid Biosynthesis FASII	 	 
fig|6666666.363677.peg.1420	CDS	CP002976.1	1429541	1430131	2	+	591	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1421	CDS	CP002976.1	1430686	1431753	1	+	1068	Transcriptional regulator, AraC family	- none -	 	 
fig|6666666.363677.peg.1422	CDS	CP002976.1	1432645	1432190	-1	-	456	FIG01073574: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1423	CDS	CP002976.1	1433510	1432779	-2	-	732	DMSP demethylase transcriptional regulator	- none -	 	 
fig|6666666.363677.peg.1424	CDS	CP002976.1	1433700	1434692	3	+	993	Acryloyl-CoA reductase AcuI/YhdH (EC 1.3.1.84)	- none -	 	 
fig|6666666.363677.peg.1425	CDS	CP002976.1	1434809	1434693	-2	-	117	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1426	CDS	CP002976.1	1435003	1434887	-1	-	117	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1427	CDS	CP002976.1	1435076	1436713	2	+	1638	High-affinity choline uptake protein BetT	Choline and Betaine Uptake and Betaine Biosynthesis; <br>Choline uptake and conversion to betaine clusters	 	 
fig|6666666.363677.peg.1428	CDS	CP002976.1	1437161	1436781	-2	-	381	Glyoxalase family protein	- none -	 	 
fig|6666666.363677.peg.1429	CDS	CP002976.1	1437302	1438531	2	+	1230	Aminotransferase involved in DMSP breakdown	- none -	 	 
fig|6666666.363677.peg.1430	CDS	CP002976.1	1438556	1439995	2	+	1440	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DNA repair, bacterial photolyase; <br>EC699-706	 	 
fig|6666666.363677.peg.1431	CDS	CP002976.1	1440064	1441269	1	+	1206	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type	- none -	 	 
fig|6666666.363677.peg.1432	CDS	CP002976.1	1441285	1441725	1	+	441	Tellurite resistance protein TrgA	Tellurite resistance: Chromosomal determinants	 	 
fig|6666666.363677.peg.1433	CDS	CP002976.1	1441755	1442879	3	+	1125	Tellurite resistance protein TrgB / ADP-ribose pyrophosphatase (EC 3.6.1.13)	CBSS-216591.1.peg.168; <br>NAD and NADP cofactor biosynthesis global; <br>Nudix proteins (nucleoside triphosphate hydrolases)	 	 
fig|6666666.363677.peg.1434	CDS	CP002976.1	1442975	1444009	2	+	1035	Cystathionine beta-synthase (EC 4.2.1.22)	Glycine and Serine Utilization; <br>Methionine Degradation	 	 
fig|6666666.363677.peg.1435	CDS	CP002976.1	1444006	1446495	1	+	2490	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|6666666.363677.peg.1436	CDS	CP002976.1	1446492	1447223	3	+	732	Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	tRNA aminoacylation, Ala; <br>tRNA aminoacylation, Ala	 	 
fig|6666666.363677.peg.1437	CDS	CP002976.1	1447602	1448663	3	+	1062	Novel Xylose regulator from LacI family	Xylose utilization	 	 
fig|6666666.363677.peg.1438	CDS	CP002976.1	1448666	1449970	2	+	1305	Xylose isomerase (EC 5.3.1.5)	Xylose utilization	 	 
fig|6666666.363677.peg.1439	CDS	CP002976.1	1450010	1451446	2	+	1437	Xylulose kinase (EC 2.7.1.17)	Xylose utilization	 	 
fig|6666666.363677.peg.1440	CDS	CP002976.1	1451978	1452565	2	+	588	Type I secretion target repeat protein	- none -	 	 
fig|6666666.363677.peg.1441	CDS	CP002976.1	1453203	1452577	-3	-	627	Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)	- none -	 	 
fig|6666666.363677.peg.1442	CDS	CP002976.1	1455867	1453450	-3	-	2418	Aminomethyl transferase family protein	- none -	 	 
fig|6666666.363677.peg.1443	CDS	CP002976.1	1455910	1456056	1	+	147	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1444	CDS	CP002976.1	1457363	1456053	-2	-	1311	Co2 transporter containing CBS domains	Aromatic conversions and predicted Co2 transporter cluster	 	 
fig|6666666.363677.peg.1445	CDS	CP002976.1	1458487	1457474	-1	-	1014	Site-specific tyrosine recombinase XerD	- none -	 	 
fig|6666666.363677.peg.1446	CDS	CP002976.1	1460237	1458516	-2	-	1722	FIG094713: hypothetical protein	Aromatic conversions and predicted Co2 transporter cluster	 	 
fig|6666666.363677.peg.1447	CDS	CP002976.1	1460376	1460227	-3	-	150	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1448	CDS	CP002976.1	1460458	1461048	1	+	591	Shikimate kinase I (EC 2.7.1.71)	Aromatic conversions and predicted Co2 transporter cluster; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|6666666.363677.peg.1449	CDS	CP002976.1	1461062	1462189	2	+	1128	3-dehydroquinate synthase (EC 4.2.3.4)	Aromatic conversions and predicted Co2 transporter cluster; <br>Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|6666666.363677.peg.1450	CDS	CP002976.1	1464549	1462342	-3	-	2208	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1451	CDS	CP002976.1	1465363	1464821	-1	-	543	Single-stranded DNA-binding protein	DNA repair, bacterial; <br>DNA repair, bacterial RecFOR pathway; <br>pVir Plasmid of Campylobacter	 	 
fig|6666666.363677.peg.1452	CDS	CP002976.1	1465708	1466292	1	+	585	Transglycosylase SLT domain protein	- none -	 	 
fig|6666666.363677.peg.1453	CDS	CP002976.1	1466588	1466962	2	+	375	FIG01031300: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1454	CDS	CP002976.1	1469097	1467010	-3	-	2088	Oligopeptide/dipeptide ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.1455	CDS	CP002976.1	1470635	1469193	-2	-	1443	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	ABC transporter dipeptide (TC 3.A.1.5.2)	 	 
fig|6666666.363677.peg.1456	CDS	CP002976.1	1471702	1470650	-1	-	1053	Oligopeptide/dipeptide ABC transporter, permease protein	- none -	 	 
fig|6666666.363677.peg.1457	CDS	CP002976.1	1473537	1471873	-3	-	1665	Oligopeptide/dipeptide ABC transporter, substrate-binding protein	- none -	 	 
fig|6666666.363677.peg.1458	CDS	CP002976.1	1473603	1473806	3	+	204	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1459	CDS	CP002976.1	1474772	1473948	-2	-	825	Transcriptional regulator, AraC family	- none -	 	 
fig|6666666.363677.peg.1460	CDS	CP002976.1	1475918	1475046	-2	-	873	tRNA dimethylallyltransferase (EC 2.5.1.75)	- none -	 	 
fig|6666666.363677.peg.1461	CDS	CP002976.1	1476066	1476815	3	+	750	Uridine monophosphate kinase (EC 2.7.4.22)	CBSS-312309.3.peg.1965; <br>Ribosome recycling related cluster	 	 
fig|6666666.363677.peg.1462	CDS	CP002976.1	1477107	1477670	3	+	564	Ribosome recycling factor	Ribosome recycling related cluster; <br>Translation termination factors bacterial	 	 
fig|6666666.363677.peg.1463	CDS	CP002976.1	1477680	1478438	3	+	759	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	CBSS-83331.1.peg.3039; <br>Isoprenoinds for Quinones; <br>Polyprenyl Diphosphate Biosynthesis	 	 
fig|6666666.363677.peg.1464	CDS	CP002976.1	1478435	1479226	2	+	792	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	- none -	 	 
fig|6666666.363677.peg.1465	CDS	CP002976.1	1479226	1480398	1	+	1173	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	CBSS-83331.1.peg.3039; <br>Nonmevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|6666666.363677.peg.1466	CDS	CP002976.1	1480403	1481752	2	+	1350	Membrane-associated zinc metalloprotease	- none -	 	 
fig|6666666.363677.peg.1467	CDS	CP002976.1	1481948	1482073	2	+	126	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1468	CDS	CP002976.1	1482199	1484595	1	+	2397	Outer membrane protein assembly factor YaeT	- none -	 	 
fig|6666666.363677.peg.1469	CDS	CP002976.1	1484613	1485251	3	+	639	Outer membrane protein H precursor	Periplasmic Stress Response	 	 
fig|6666666.363677.peg.1470	CDS	CP002976.1	1485376	1485840	1	+	465	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	Fatty Acid Biosynthesis FASII	 	 
fig|6666666.363677.peg.1471	CDS	CP002976.1	1485846	1486631	3	+	786	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	- none -	 	 
fig|6666666.363677.peg.1472	CDS	CP002976.1	1486636	1487424	1	+	789	UDP-2,3-diacylglucosamine pyrophosphatase	- none -	 	 
fig|6666666.363677.peg.1473	CDS	CP002976.1	1487421	1488602	3	+	1182	Lipid-A-disaccharide synthase (EC 2.4.1.182)	- none -	 	 
fig|6666666.363677.peg.1474	CDS	CP002976.1	1490019	1488874	-3	-	1146	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	- none -	 	 
